[-0.0, inf, 2.7666595905854483, 3.1709069661349645, 3.8063803614253726, 3.1709069661349645, 3.286519976005407, inf]


[inf, -0.0, 4.630339577926415, 3.1709069661349645, inf, inf, 4.110479192506476, 4.630339577926415]


[2.7666595905854483, 4.630339577926415, -0.0, inf, inf, 2.7666595905854483, inf, 2.4625607595043295]


[3.1709069661349645, 3.1709069661349645, inf, -0.0, inf, 3.1709069661349645, 2.383540372760958, inf]


[3.8063803614253726, inf, inf, inf, -0.0, inf, 2.7066275598302996, 3.0707584216665778]


[3.1709069661349645, inf, 2.7666595905854483, 3.1709069661349645, inf, -0.0, 2.6510465807150085, inf]


[3.286519976005407, 4.110479192506476, inf, 2.383540372760958, 2.7066275598302996, 2.6510465807150085, -0.0, inf]


[inf, 4.630339577926415, 2.4625607595043295, inf, 3.0707584216665778, inf, inf, -0.0]


