[-0.0, 2.383540372760958, 3.5906188070865372, 2.2467992051654924, inf, inf, 3.5906188070865372, inf]


[2.383540372760958, -0.0, 2.7666595905854483, inf, inf, inf, 2.7666595905854483, inf]


[3.5906188070865372, 2.7666595905854483, -0.0, inf, inf, inf, inf, 3.0707584216665778]


[2.2467992051654924, inf, inf, -0.0, inf, 1.9427003740843694, 2.383540372760958, 3.5906188070865372]


[inf, inf, inf, inf, -0.0, inf, 3.5906188070865372, 3.0707584216665778]


[inf, inf, inf, 1.9427003740843694, inf, -0.0, inf, 2.7666595905854483]


[3.5906188070865372, 2.7666595905854483, inf, 2.383540372760958, 3.5906188070865372, inf, -0.0, inf]


[inf, inf, 3.0707584216665778, 3.5906188070865372, 3.0707584216665778, 2.7666595905854483, inf, -0.0]


